75 9 128
77	11	78	23	30	13	-1	-1	-1	-1	-1	63	47	69	-1	-1	-1	-1	59	-1	-1	-1	-1	28	-1	30	-1	37	-1	-1	72	-1	26	-1	80	125	102	4	-1	109	-1	-1	-1	111	4	-1	82	-1	63	-1	62	115	-1	-1	40	92	-1	-1	-1	74	-1	-1	-1	18	30	123	35	-1	69	70	76	-1	-1	4	-1
-1	-1	95	-1	-1	-1	-1	-1	45	81	-1	-1	-1	-1	-1	12	62	-1	52	-1	-1	-1	6	-1	27	49	-1	116	60	-1	-1	-1	-1	37	6	20	14	38	-1	46	-1	49	110	-1	-1	-1	-1	41	84	112	-1	-1	-1	-1	-1	-1	76	-1	-1	-1	79	51	101	81	-1	-1	-1	71	-1	-1	-1	-1	-1	109	-1
115	-1	-1	-1	-1	107	-1	57	-1	-1	-1	8	18	-1	118	3	-1	-1	-1	-1	24	74	-1	115	17	-1	-1	-1	-1	-1	22	74	37	55	-1	-1	-1	-1	68	-1	-1	97	-1	35	112	-1	29	58	-1	-1	-1	-1	62	76	28	109	-1	-1	-1	-1	-1	-1	-1	88	-1	37	-1	-1	-1	-1	60	41	59	-1	86
14	-1	-1	76	61	-1	41	123	15	34	-1	43	-1	-1	-1	-1	48	-1	37	57	102	-1	103	-1	-1	-1	-1	-1	98	127	56	89	36	-1	3	-1	3	-1	19	-1	-1	-1	-1	97	-1	-1	104	-1	-1	45	126	-1	-1	-1	-1	98	-1	-1	-1	-1	118	60	-1	-1	-1	38	53	-1	81	9	-1	14	-1	82	-1
-1	118	-1	94	-1	93	-1	-1	26	-1	86	-1	-1	8	105	31	-1	119	-1	81	-1	2	-1	-1	-1	61	-1	26	-1	32	77	9	-1	51	-1	43	-1	104	-1	-1	18	-1	60	-1	-1	101	78	70	-1	98	109	96	42	47	41	-1	-1	54	55	8	-1	-1	24	-1	-1	14	37	-1	-1	29	-1	-1	-1	-1	-1
-1	-1	-1	-1	103	-1	59	2	-1	-1	34	19	47	-1	-1	51	109	59	-1	124	-1	-1	-1	40	50	-1	86	-1	29	-1	-1	-1	-1	-1	43	80	-1	-1	-1	43	2	-1	33	-1	86	117	-1	103	94	25	-1	-1	-1	-1	-1	-1	29	46	81	-1	-1	37	-1	-1	36	-1	-1	44	-1	-1	74	48	-1	-1	111
-1	-1	66	-1	-1	-1	127	-1	-1	24	-1	-1	-1	71	-1	-1	57	1	-1	-1	37	-1	-1	75	-1	33	70	-1	58	99	-1	-1	-1	71	-1	-1	-1	-1	8	-1	126	-1	-1	-1	17	112	-1	-1	63	-1	-1	-1	27	54	91	-1	79	67	90	56	61	-1	32	93	103	-1	-1	119	127	-1	-1	-1	55	-1	23
-1	44	5	-1	-1	-1	115	4	52	-1	44	-1	-1	114	56	-1	-1	119	-1	-1	-1	31	62	-1	46	-1	107	77	-1	11	-1	-1	31	-1	-1	-1	48	-1	-1	-1	-1	69	19	-1	-1	111	-1	-1	-1	-1	-1	65	-1	107	-1	-1	-1	81	-1	-1	48	-1	76	-1	-1	-1	3	41	20	-1	-1	46	94	-1	-1
27	123	-1	107	19	4	-1	-1	-1	62	20	-1	7	-1	113	-1	-1	-1	112	49	119	122	17	-1	-1	-1	30	-1	-1	-1	-1	68	-1	-1	-1	-1	-1	125	37	17	89	72	-1	35	-1	-1	-1	-1	-1	-1	13	67	96	-1	-1	19	122	-1	57	66	-1	59	-1	-1	3	-1	-1	-1	-1	85	70	-1	121	85	82
